data_class,Project ID,Monitoring Location ID,Monitoring Location Name,AU,Activity ID,Activity Type,Activity Media Name,Activity Media Subdivision,Activity Start Date,Activity Start Time,Activity Start Time Zone,Activity Depth/Height Measure,Activity Depth/Height Unit,Sample Collection Method ID,Sample Collection Equipment Name,Sample Collection Equipment Comment,Characteristic Name,Method Speciation,Result Detection Condition,Result Value,Result Unit,Result Measure Qualifier,Result Sample Fraction,Result Status ID,Statistical Base Code,Result Value Type,Result Analytical Method ID,Result Analytical Method Context,Analysis Start Date,Result Detection/Quantitation Limit Type,Result Detection/Quantitation Limit Measure,Result Detection/Quantitation Limit Unit,Result Comment,Activity Comment,WQP Result ID
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-9/24/2001-10:50-SR,Sample-Routine,Water,Surface Water,9/24/2001,50:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,110,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-10/9/2001-10:49-SR,Sample-Routine,Water,Surface Water,10/9/2001,49:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,230,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-10/22/2001-10:37-SR,Sample-Routine,Water,Surface Water,10/22/2001,37:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,140,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-11/5/2001-9:37-SR,Sample-Routine,Water,Surface Water,11/5/2001,37:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,80,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-11/19/2001-9:27-SR,Sample-Routine,Water,Surface Water,11/19/2001,27:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,170,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-12/3/2001-9:19-SR,Sample-Routine,Water,Surface Water,12/3/2001,19:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-12/17/2001-9:43-SR,Sample-Routine,Water,Surface Water,12/17/2001,43:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,80,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-1/3/2002-10:20-SR,Sample-Routine,Water,Surface Water,1/3/2002,20:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-1/14/2002-9:45-SR,Sample-Routine,Water,Surface Water,1/14/2002,45:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-1/28/2002-10:30-SR,Sample-Routine,Water,Surface Water,1/28/2002,30:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-2/11/2002-10:30-SR,Sample-Routine,Water,Surface Water,2/11/2002,30:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-2/25/2002-10:30-SR,Sample-Routine,Water,Surface Water,2/25/2002,30:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-3/27/2002-12:12-SR,Sample-Routine,Water,Surface Water,3/27/2002,12:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-4/9/2002-12:00-SR,Sample-Routine,Water,Surface Water,4/9/2002,00:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-5/1/2002-11:00-SR,Sample-Routine,Water,Surface Water,5/1/2002,00:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-2,Long Haul Creek,ID17060305CL009_02,lp8-TCC-2-5/20/2002-10:17-SR,Sample-Routine,Water,Surface Water,5/20/2002,17:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,500,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-5/14/2001-11:53-SR,Sample-Routine,Water,Surface Water,5/14/2001,53:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,2400,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-5/29/2001-12:07-SR,Sample-Routine,Water,Surface Water,5/29/2001,07:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,230,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-6/11/2001-12:34-SR,Sample-Routine,Water,Surface Water,6/11/2001,34:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,1100,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-6/25/2001-11:44-SR,Sample-Routine,Water,Surface Water,6/25/2001,44:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-7/9/2001-11:51-SR,Sample-Routine,Water,Surface Water,7/9/2001,51:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,500,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-7/23/2001-11:28-SR,Sample-Routine,Water,Surface Water,7/23/2001,28:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,500,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-8/6/2001-12:04-SR,Sample-Routine,Water,Surface Water,8/6/2001,04:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,700,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-9/4/2001-12:05-SR,Sample-Routine,Water,Surface Water,9/4/2001,05:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,40,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-9/24/2001-12:02-SR,Sample-Routine,Water,Surface Water,9/24/2001,02:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-10/9/2001-12:20-SR,Sample-Routine,Water,Surface Water,10/9/2001,20:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,70,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-10/22/2001-12:13-SR,Sample-Routine,Water,Surface Water,10/22/2001,13:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-11/5/2001-11:00-SR,Sample-Routine,Water,Surface Water,11/5/2001,00:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,40,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-11/19/2001-11:30-SR,Sample-Routine,Water,Surface Water,11/19/2001,30:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-12/3/2001-10:48-SR,Sample-Routine,Water,Surface Water,12/3/2001,48:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-12/17/2001-11:45-SR,Sample-Routine,Water,Surface Water,12/17/2001,45:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,80,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-1/3/2002-11:27-SR,Sample-Routine,Water,Surface Water,1/3/2002,27:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,40,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-1/28/2002-11:45-SR,Sample-Routine,Water,Surface Water,1/28/2002,45:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-2/11/2002-11:30-SR,Sample-Routine,Water,Surface Water,2/11/2002,30:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-2/25/2002-12:00-SR,Sample-Routine,Water,Surface Water,2/25/2002,00:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,70,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-3/27/2002-13:50-SR,Sample-Routine,Water,Surface Water,3/27/2002,50:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,170,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-5/1/2002-12:32-SR,Sample-Routine,Water,Surface Water,5/1/2002,32:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-3,Stockney Creek,ID17060305CL006_03,lp8-TCC-3-5/20/2002-12:15-SR,Sample-Routine,Water,Surface Water,5/20/2002,15:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,1600,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-5/14/2001-12:30-SR,Sample-Routine,Water,Surface Water,5/14/2001,30:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,5000,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-5/29/2001-11:14-SR,Sample-Routine,Water,Surface Water,5/29/2001,14:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,1700,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-6/11/2001-11:55-SR,Sample-Routine,Water,Surface Water,6/11/2001,55:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,1700,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-6/25/2001-11:26-SR,Sample-Routine,Water,Surface Water,6/25/2001,26:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-7/9/2001-11:31-SR,Sample-Routine,Water,Surface Water,7/9/2001,31:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,300,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-7/23/2001-11:01-SR,Sample-Routine,Water,Surface Water,7/23/2001,01:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,80,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-8/6/2001-11:35-SR,Sample-Routine,Water,Surface Water,8/6/2001,35:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-9/4/2001-11:40-SR,Sample-Routine,Water,Surface Water,9/4/2001,40:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,500,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-10/9/2001-12:00-SR,Sample-Routine,Water,Surface Water,10/9/2001,00:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,700,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-10/22/2001-11:54-SR,Sample-Routine,Water,Surface Water,10/22/2001,54:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,80,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-11/5/2001-10:46-SR,Sample-Routine,Water,Surface Water,11/5/2001,46:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Practical Quantitation Limit,20,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-11/19/2001-11:05-SR,Sample-Routine,Water,Surface Water,11/19/2001,05:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,110,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-12/3/2001-10:26-SR,Sample-Routine,Water,Surface Water,12/3/2001,26:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,20,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-12/17/2001-11:15-SR,Sample-Routine,Water,Surface Water,12/17/2001,15:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,80,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-1/3/2002-11:00-SR,Sample-Routine,Water,Surface Water,1/3/2002,00:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,1700,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-1/14/2002-10:45-SR,Sample-Routine,Water,Surface Water,1/14/2002,45:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,170,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-1/28/2002-11:26-SR,Sample-Routine,Water,Surface Water,1/28/2002,26:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,70,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-2/11/2002-11:00-SR,Sample-Routine,Water,Surface Water,2/11/2002,00:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,170,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-2/25/2002-11:15-SR,Sample-Routine,Water,Surface Water,2/25/2002,15:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,300,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-3/27/2002-13:30-SR,Sample-Routine,Water,Surface Water,3/27/2002,30:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,1100,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-4/9/2002-13:07-SR,Sample-Routine,Water,Surface Water,4/9/2002,07:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,230,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-5/1/2000-12:08-SR,Sample-Routine,Water,Surface Water,5/1/2000,08:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,NULL,40,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-4,Shebang Creek,ID17060305CL007_03,lp8-TCC-4-5/20/2002-11:37-SR,Sample-Routine,Water,Surface Water,5/20/2002,37:00.0,PST,NULL,NULL,IASCD 2002,Water Bottle,NULL,Escherichia coli,NULL,Present Above Quantification Limit,NULL,MPN/100 mL,NULL,Unfiltered,Accepted,NULL,Actual,9221,APHA,NULL,Upper Quantitation Limit,1600,MPN/100 mL,NULL,NULL,NULL
external,lp8,lp8-TCC-1,SF Cottonwood Creek,ID17060305CL008_03,lp8-TCC-1-5/14/2001-13:30-FM,Field Msr/Obs,Water,Surface Water,5/14/2001,30:00.0,PST,NULL,NULL,IASCD 2002,Probe/Sensor,NULL,Flow,NULL,NULL,0.38,cfs,NULL,Unfiltered,Accepted,NULL,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-1,SF Cottonwood Creek,ID17060305CL008_03,lp8-TCC-1-5/29/2001-10:28-FM,Field Msr/Obs,Water,Surface Water,5/29/2001,28:00.0,PST,NULL,NULL,IASCD 2002,Probe/Sensor,NULL,Flow,NULL,NULL,0.16,cfs,NULL,Unfiltered,Accepted,NULL,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-1,SF Cottonwood Creek,ID17060305CL008_03,lp8-TCC-1-6/11/2001-11:11-FM,Field Msr/Obs,Water,Surface Water,6/11/2001,11:00.0,PST,NULL,NULL,IASCD 2002,Probe/Sensor,NULL,Flow,NULL,NULL,0.23,cfs,NULL,Unfiltered,Accepted,NULL,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp8,lp8-TCC-1,SF Cottonwood Creek,ID17060305CL008_03,lp8-TCC-1-6/25/2001-10:47-FM,Field Msr/Obs,Water,Surface Water,6/25/2001,47:00.0,PST,NULL,NULL,IASCD 2002,Probe/Sensor,NULL,Flow,NULL,NULL,9.00E-02,cfs,NULL,Unfiltered,Accepted,NULL,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
